run,prompt_tokens,completion_tokens,latency_s,model,dataset,timestamp,imputed,source_log
frs_bins,1913.0,34.0,1.986,DS-R1-1.5B,AQuA,2026-03-24 22:26:45,False,reasoning_confidence_bins_run.log
frs_bins,1672.0,34.0,1.984,DS-R1-1.5B,AQuA,2026-03-24 22:26:45,False,reasoning_confidence_bins_run.log
frs_bins,2757.0,34.0,2.015,DS-R1-1.5B,AQuA,2026-03-24 22:26:45,False,reasoning_confidence_bins_run.log
frs_bins,1352.0,34.0,1.998,DS-R1-1.5B,AQuA,2026-03-24 22:26:45,False,reasoning_confidence_bins_run.log
frs_bins,1553.0,34.0,2.006,DS-R1-1.5B,AQuA,2026-03-24 22:26:45,False,reasoning_confidence_bins_run.log
frs_bins,1530.0,34.0,2.02,DS-R1-1.5B,AQuA,2026-03-24 22:26:45,False,reasoning_confidence_bins_run.log
frs_bins,1766.0,34.0,2.031,DS-R1-1.5B,AQuA,2026-03-24 22:26:45,False,reasoning_confidence_bins_run.log
frs_bins,1652.0,34.0,2.098,DS-R1-1.5B,AQuA,2026-03-24 22:26:45,False,reasoning_confidence_bins_run.log
frs_bins,1519.0,34.0,1.004,DS-R1-1.5B,AQuA,2026-03-24 22:26:46,False,reasoning_confidence_bins_run.log
frs_bins,1465.0,34.0,1.016,DS-R1-1.5B,AQuA,2026-03-24 22:26:46,False,reasoning_confidence_bins_run.log
frs_bins,1466.0,34.0,1.025,DS-R1-1.5B,AQuA,2026-03-24 22:26:46,False,reasoning_confidence_bins_run.log
frs_bins,1409.0,34.0,0.964,DS-R1-1.5B,AQuA,2026-03-24 22:26:46,False,reasoning_confidence_bins_run.log
frs_bins,1661.0,34.0,1.252,DS-R1-1.5B,AQuA,2026-03-24 22:26:46,False,reasoning_confidence_bins_run.log
frs_bins,1421.0,34.0,1.302,DS-R1-1.5B,AQuA,2026-03-24 22:26:46,False,reasoning_confidence_bins_run.log
frs_bins,1509.0,34.0,1.346,DS-R1-1.5B,AQuA,2026-03-24 22:26:46,False,reasoning_confidence_bins_run.log
frs_bins,1468.0,34.0,1.34,DS-R1-1.5B,AQuA,2026-03-24 22:26:46,False,reasoning_confidence_bins_run.log
frs_bins,1513.0,34.0,1.047,DS-R1-1.5B,AQuA,2026-03-24 22:26:47,False,reasoning_confidence_bins_run.log
frs_bins,1390.0,34.0,1.05,DS-R1-1.5B,AQuA,2026-03-24 22:26:47,False,reasoning_confidence_bins_run.log
frs_bins,1775.0,34.0,0.938,DS-R1-1.5B,AQuA,2026-03-24 22:26:47,False,reasoning_confidence_bins_run.log
frs_bins,2286.0,34.0,1.027,DS-R1-1.5B,AQuA,2026-03-24 22:26:47,False,reasoning_confidence_bins_run.log
frs_bins,1675.0,34.0,0.99,DS-R1-1.5B,AQuA,2026-03-24 22:26:47,False,reasoning_confidence_bins_run.log
frs_bins,1428.0,34.0,1.051,DS-R1-1.5B,AQuA,2026-03-24 22:26:47,False,reasoning_confidence_bins_run.log
frs_bins,2630.0,34.0,1.382,DS-R1-1.5B,AQuA,2026-03-24 22:26:47,False,reasoning_confidence_bins_run.log
frs_bins,1657.0,34.0,1.422,DS-R1-1.5B,AQuA,2026-03-24 22:26:47,False,reasoning_confidence_bins_run.log
frs_bins,2006.0,34.0,1.117,DS-R1-1.5B,AQuA,2026-03-24 22:26:48,False,reasoning_confidence_bins_run.log
frs_bins,2706.0,34.0,1.178,DS-R1-1.5B,AQuA,2026-03-24 22:26:48,False,reasoning_confidence_bins_run.log
frs_bins,2063.0,34.0,1.19,DS-R1-1.5B,AQuA,2026-03-24 22:26:48,False,reasoning_confidence_bins_run.log
frs_bins,1294.0,34.0,1.142,DS-R1-1.5B,AQuA,2026-03-24 22:26:48,False,reasoning_confidence_bins_run.log
frs_bins,1558.0,34.0,1.068,DS-R1-1.5B,AQuA,2026-03-24 22:26:48,False,reasoning_confidence_bins_run.log
frs_bins,2002.0,34.0,1.059,DS-R1-1.5B,AQuA,2026-03-24 22:26:48,False,reasoning_confidence_bins_run.log
frs_bins,1376.0,34.0,1.482,DS-R1-1.5B,AQuA,2026-03-24 22:26:48,False,reasoning_confidence_bins_run.log
frs_bins,1475.0,34.0,1.471,DS-R1-1.5B,AQuA,2026-03-24 22:26:48,False,reasoning_confidence_bins_run.log
frs_bins,1623.0,34.0,0.977,DS-R1-1.5B,AQuA,2026-03-24 22:26:49,False,reasoning_confidence_bins_run.log
frs_bins,1531.0,34.0,0.995,DS-R1-1.5B,AQuA,2026-03-24 22:26:49,False,reasoning_confidence_bins_run.log
frs_bins,1777.0,34.0,1.012,DS-R1-1.5B,AQuA,2026-03-24 22:26:49,False,reasoning_confidence_bins_run.log
frs_bins,1736.0,34.0,1.018,DS-R1-1.5B,AQuA,2026-03-24 22:26:49,False,reasoning_confidence_bins_run.log
frs_bins,1507.0,34.0,1.032,DS-R1-1.5B,AQuA,2026-03-24 22:26:49,False,reasoning_confidence_bins_run.log
frs_bins,1374.0,34.0,1.043,DS-R1-1.5B,AQuA,2026-03-24 22:26:49,False,reasoning_confidence_bins_run.log
frs_bins,1432.0,34.0,1.078,DS-R1-1.5B,AQuA,2026-03-24 22:26:49,False,reasoning_confidence_bins_run.log
frs_bins,1389.0,34.0,1.144,DS-R1-1.5B,AQuA,2026-03-24 22:26:49,False,reasoning_confidence_bins_run.log
frs_bins,1593.0,34.0,0.965,DS-R1-1.5B,AQuA,2026-03-24 22:26:50,False,reasoning_confidence_bins_run.log
frs_bins,1745.0,34.0,1.174,DS-R1-1.5B,AQuA,2026-03-24 22:26:50,False,reasoning_confidence_bins_run.log
frs_bins,1655.0,34.0,1.191,DS-R1-1.5B,AQuA,2026-03-24 22:26:50,False,reasoning_confidence_bins_run.log
frs_bins,1311.0,34.0,1.191,DS-R1-1.5B,AQuA,2026-03-24 22:26:50,False,reasoning_confidence_bins_run.log
frs_bins,1558.0,34.0,1.035,DS-R1-1.5B,AQuA,2026-03-24 22:26:50,False,reasoning_confidence_bins_run.log
frs_bins,2807.0,34.0,1.23,DS-R1-1.5B,AQuA,2026-03-24 22:26:51,False,reasoning_confidence_bins_run.log
frs_bins,2926.0,34.0,1.252,DS-R1-1.5B,AQuA,2026-03-24 22:26:51,False,reasoning_confidence_bins_run.log
frs_bins,2044.0,34.0,1.104,DS-R1-1.5B,AQuA,2026-03-24 22:26:51,False,reasoning_confidence_bins_run.log
frs_bins,1837.0,34.0,0.844,DS-R1-1.5B,AQuA,2026-03-24 22:26:51,False,reasoning_confidence_bins_run.log
frs_bins,1649.0,34.0,1.254,DS-R1-1.5B,AQuA,2026-03-24 22:26:52,False,reasoning_confidence_bins_run.log
frs_bins,1860.0,34.0,1.103,DS-R1-1.5B,AQuA,2026-03-24 22:26:52,False,reasoning_confidence_bins_run.log
frs_bins,1479.0,34.0,1.197,DS-R1-1.5B,AQuA,2026-03-24 22:26:52,False,reasoning_confidence_bins_run.log
frs_bins,1677.0,34.0,1.105,DS-R1-1.5B,AQuA,2026-03-24 22:26:52,False,reasoning_confidence_bins_run.log
frs_bins,1490.0,34.0,1.184,DS-R1-1.5B,AQuA,2026-03-24 22:26:52,False,reasoning_confidence_bins_run.log
frs_bins,1561.0,34.0,1.243,DS-R1-1.5B,AQuA,2026-03-24 22:26:52,False,reasoning_confidence_bins_run.log
frs_bins,2944.0,34.0,1.207,DS-R1-1.5B,AQuA,2026-03-24 22:26:52,False,reasoning_confidence_bins_run.log
frs_bins,1460.0,34.0,0.983,DS-R1-1.5B,AQuA,2026-03-24 22:26:52,False,reasoning_confidence_bins_run.log
frs_bins,1422.0,34.0,0.927,DS-R1-1.5B,AQuA,2026-03-24 22:26:52,False,reasoning_confidence_bins_run.log
frs_bins,1481.0,34.0,1.046,DS-R1-1.5B,AQuA,2026-03-24 22:26:53,False,reasoning_confidence_bins_run.log
frs_bins,1547.0,34.0,1.122,DS-R1-1.5B,AQuA,2026-03-24 22:26:53,False,reasoning_confidence_bins_run.log
frs_bins,3095.0,34.0,1.109,DS-R1-1.5B,AQuA,2026-03-24 22:26:53,False,reasoning_confidence_bins_run.log
frs_bins,1568.0,34.0,1.133,DS-R1-1.5B,AQuA,2026-03-24 22:26:53,False,reasoning_confidence_bins_run.log
frs_bins,1759.0,34.0,1.201,DS-R1-1.5B,AQuA,2026-03-24 22:26:53,False,reasoning_confidence_bins_run.log
frs_bins,1386.0,34.0,1.177,DS-R1-1.5B,AQuA,2026-03-24 22:26:53,False,reasoning_confidence_bins_run.log
frs_bins,2614.0,34.0,0.958,DS-R1-1.5B,AQuA,2026-03-24 22:26:53,False,reasoning_confidence_bins_run.log
frs_bins,1831.0,34.0,1.213,DS-R1-1.5B,AQuA,2026-03-24 22:26:54,False,reasoning_confidence_bins_run.log
frs_bins,2915.0,34.0,0.868,DS-R1-1.5B,AQuA,2026-03-24 22:26:54,False,reasoning_confidence_bins_run.log
frs_bins,1838.0,34.0,1.199,DS-R1-1.5B,AQuA,2026-03-24 22:26:54,False,reasoning_confidence_bins_run.log
frs_bins,1448.0,34.0,1.138,DS-R1-1.5B,AQuA,2026-03-24 22:26:54,False,reasoning_confidence_bins_run.log
frs_bins,1579.0,34.0,1.046,DS-R1-1.5B,AQuA,2026-03-24 22:26:54,False,reasoning_confidence_bins_run.log
frs_bins,1543.0,34.0,1.066,DS-R1-1.5B,AQuA,2026-03-24 22:26:54,False,reasoning_confidence_bins_run.log
frs_bins,2176.0,34.0,1.156,DS-R1-1.5B,AQuA,2026-03-24 22:26:54,False,reasoning_confidence_bins_run.log
frs_bins,1777.0,34.0,1.152,DS-R1-1.5B,AQuA,2026-03-24 22:26:55,False,reasoning_confidence_bins_run.log
frs_bins,3079.0,34.0,1.07,DS-R1-1.5B,AQuA,2026-03-24 22:26:55,False,reasoning_confidence_bins_run.log
frs_bins,1525.0,34.0,1.197,DS-R1-1.5B,AQuA,2026-03-24 22:26:55,False,reasoning_confidence_bins_run.log
frs_bins,2900.0,34.0,0.968,DS-R1-1.5B,AQuA,2026-03-24 22:26:55,False,reasoning_confidence_bins_run.log
frs_bins,1806.0,34.0,1.03,DS-R1-1.5B,AQuA,2026-03-24 22:26:55,False,reasoning_confidence_bins_run.log
frs_bins,2951.0,34.0,0.943,DS-R1-1.5B,AQuA,2026-03-24 22:26:55,False,reasoning_confidence_bins_run.log
frs_bins,1459.0,34.0,1.181,DS-R1-1.5B,AQuA,2026-03-24 22:26:55,False,reasoning_confidence_bins_run.log
frs_bins,2172.0,34.0,1.216,DS-R1-1.5B,AQuA,2026-03-24 22:26:55,False,reasoning_confidence_bins_run.log
frs_bins,2561.0,34.0,0.983,DS-R1-1.5B,AQuA,2026-03-24 22:26:56,False,reasoning_confidence_bins_run.log
frs_bins,2053.0,34.0,1.158,DS-R1-1.5B,AQuA,2026-03-24 22:26:56,False,reasoning_confidence_bins_run.log
frs_bins,1432.0,34.0,1.018,DS-R1-1.5B,AQuA,2026-03-24 22:26:56,False,reasoning_confidence_bins_run.log
frs_bins,2535.0,34.0,0.975,DS-R1-1.5B,AQuA,2026-03-24 22:26:56,False,reasoning_confidence_bins_run.log
frs_bins,1424.0,34.0,1.018,DS-R1-1.5B,AQuA,2026-03-24 22:26:56,False,reasoning_confidence_bins_run.log
frs_bins,1501.0,34.0,1.033,DS-R1-1.5B,AQuA,2026-03-24 22:26:56,False,reasoning_confidence_bins_run.log
frs_bins,2736.0,34.0,1.077,DS-R1-1.5B,AQuA,2026-03-24 22:26:56,False,reasoning_confidence_bins_run.log
frs_bins,2617.0,34.0,1.51,DS-R1-1.5B,AQuA,2026-03-24 22:26:56,False,reasoning_confidence_bins_run.log
frs_bins,1627.0,34.0,0.981,DS-R1-1.5B,AQuA,2026-03-24 22:26:57,False,reasoning_confidence_bins_run.log
frs_bins,1456.0,34.0,1.118,DS-R1-1.5B,AQuA,2026-03-24 22:26:57,False,reasoning_confidence_bins_run.log
frs_bins,3177.0,34.0,1.094,DS-R1-1.5B,AQuA,2026-03-24 22:26:57,False,reasoning_confidence_bins_run.log
frs_bins,1334.0,34.0,1.062,DS-R1-1.5B,AQuA,2026-03-24 22:26:57,False,reasoning_confidence_bins_run.log
frs_bins,1793.0,34.0,1.059,DS-R1-1.5B,AQuA,2026-03-24 22:26:57,False,reasoning_confidence_bins_run.log
frs_bins,1521.0,34.0,0.863,DS-R1-1.5B,AQuA,2026-03-24 22:26:57,False,reasoning_confidence_bins_run.log
frs_bins,1810.0,34.0,0.959,DS-R1-1.5B,AQuA,2026-03-24 22:26:57,False,reasoning_confidence_bins_run.log
frs_bins,1856.0,34.0,1.589,DS-R1-1.5B,AQuA,2026-03-24 22:26:58,False,reasoning_confidence_bins_run.log
frs_bins,2067.0,34.0,0.855,DS-R1-1.5B,AQuA,2026-03-24 22:26:58,False,reasoning_confidence_bins_run.log
frs_bins,2799.0,34.0,1.244,DS-R1-1.5B,AQuA,2026-03-24 22:26:58,False,reasoning_confidence_bins_run.log
frs_bins,2817.0,34.0,1.169,DS-R1-1.5B,AQuA,2026-03-24 22:26:58,False,reasoning_confidence_bins_run.log
frs_bins,1414.0,34.0,1.126,DS-R1-1.5B,AQuA,2026-03-24 22:26:58,False,reasoning_confidence_bins_run.log
frs_bins,2154.0,34.0,1.184,DS-R1-1.5B,AQuA,2026-03-24 22:26:58,False,reasoning_confidence_bins_run.log
frs_bins,1988.0,34.0,1.29,DS-R1-1.5B,AQuA,2026-03-24 22:26:58,False,reasoning_confidence_bins_run.log
frs_bins,1963.0,34.0,1.306,DS-R1-1.5B,AQuA,2026-03-24 22:26:59,False,reasoning_confidence_bins_run.log
frs_bins,1562.0,34.0,0.922,DS-R1-1.5B,AQuA,2026-03-24 22:26:59,False,reasoning_confidence_bins_run.log
frs_bins,1951.0,34.0,1.007,DS-R1-1.5B,AQuA,2026-03-24 22:26:59,False,reasoning_confidence_bins_run.log
frs_bins,1407.0,34.0,0.923,DS-R1-1.5B,AQuA,2026-03-24 22:26:59,False,reasoning_confidence_bins_run.log
frs_bins,1461.0,34.0,1.566,DS-R1-1.5B,AQuA,2026-03-24 22:26:59,False,reasoning_confidence_bins_run.log
frs_bins,3052.0,34.0,1.525,DS-R1-1.5B,AQuA,2026-03-24 22:26:59,False,reasoning_confidence_bins_run.log
frs_bins,2499.0,34.0,1.567,DS-R1-1.5B,AQuA,2026-03-24 22:27:00,False,reasoning_confidence_bins_run.log
frs_bins,2695.0,34.0,0.905,DS-R1-1.5B,AQuA,2026-03-24 22:27:00,False,reasoning_confidence_bins_run.log
frs_bins,1848.0,34.0,1.596,DS-R1-1.5B,AQuA,2026-03-24 22:27:00,False,reasoning_confidence_bins_run.log
frs_bins,2302.0,34.0,1.134,DS-R1-1.5B,AQuA,2026-03-24 22:27:00,False,reasoning_confidence_bins_run.log
frs_bins,2714.0,34.0,1.092,DS-R1-1.5B,AQuA,2026-03-24 22:27:00,False,reasoning_confidence_bins_run.log
frs_bins,1936.0,34.0,1.766,DS-R1-1.5B,AQuA,2026-03-24 22:27:00,False,reasoning_confidence_bins_run.log
frs_bins,1955.0,34.0,1.219,DS-R1-1.5B,AQuA,2026-03-24 22:27:00,False,reasoning_confidence_bins_run.log
frs_bins,2400.0,34.0,1.16,DS-R1-1.5B,AQuA,2026-03-24 22:27:00,False,reasoning_confidence_bins_run.log
frs_bins,1983.0,34.0,1.022,DS-R1-1.5B,AQuA,2026-03-24 22:27:01,False,reasoning_confidence_bins_run.log
frs_bins,1977.0,34.0,1.139,DS-R1-1.5B,AQuA,2026-03-24 22:27:01,False,reasoning_confidence_bins_run.log
frs_bins,1428.0,34.0,0.906,DS-R1-1.5B,AQuA,2026-03-24 22:27:01,False,reasoning_confidence_bins_run.log
frs_bins,2445.0,34.0,1.251,DS-R1-1.5B,AQuA,2026-03-24 22:27:01,False,reasoning_confidence_bins_run.log
frs_bins,3117.0,34.0,0.93,DS-R1-1.5B,AQuA,2026-03-24 22:27:01,False,reasoning_confidence_bins_run.log
frs_bins,2881.0,34.0,1.46,DS-R1-1.5B,AQuA,2026-03-24 22:27:02,False,reasoning_confidence_bins_run.log
frs_bins,1876.0,34.0,1.133,DS-R1-1.5B,AQuA,2026-03-24 22:27:02,False,reasoning_confidence_bins_run.log
frs_bins,1256.0,34.0,1.132,DS-R1-1.5B,AQuA,2026-03-24 22:27:02,False,reasoning_confidence_bins_run.log
frs_bins,2874.0,34.0,1.414,DS-R1-1.5B,AQuA,2026-03-24 22:27:02,False,reasoning_confidence_bins_run.log
frs_bins,2778.0,34.0,1.104,DS-R1-1.5B,AQuA,2026-03-24 22:27:02,False,reasoning_confidence_bins_run.log
frs_bins,2841.0,34.0,1.053,DS-R1-1.5B,AQuA,2026-03-24 22:27:02,False,reasoning_confidence_bins_run.log
frs_bins,1921.0,34.0,1.391,DS-R1-1.5B,AQuA,2026-03-24 22:27:02,False,reasoning_confidence_bins_run.log
frs_bins,2537.0,34.0,1.148,DS-R1-1.5B,AQuA,2026-03-24 22:27:03,False,reasoning_confidence_bins_run.log
frs_bins,2825.0,34.0,1.261,DS-R1-1.5B,AQuA,2026-03-24 22:27:03,False,reasoning_confidence_bins_run.log
frs_bins,1643.0,34.0,1.263,DS-R1-1.5B,AQuA,2026-03-24 22:27:03,False,reasoning_confidence_bins_run.log
frs_bins,1411.0,34.0,0.967,DS-R1-1.5B,AQuA,2026-03-24 22:27:03,False,reasoning_confidence_bins_run.log
frs_bins,1655.0,34.0,1.138,DS-R1-1.5B,AQuA,2026-03-24 22:27:03,False,reasoning_confidence_bins_run.log
frs_bins,3130.0,34.0,1.019,DS-R1-1.5B,AQuA,2026-03-24 22:27:03,False,reasoning_confidence_bins_run.log
frs_bins,2488.0,34.0,1.273,DS-R1-1.5B,AQuA,2026-03-24 22:27:04,False,reasoning_confidence_bins_run.log
frs_bins,3015.0,34.0,1.349,DS-R1-1.5B,AQuA,2026-03-24 22:27:04,False,reasoning_confidence_bins_run.log
frs_bins,2409.0,34.0,1.181,DS-R1-1.5B,AQuA,2026-03-24 22:27:04,False,reasoning_confidence_bins_run.log
frs_bins,3046.0,34.0,1.032,DS-R1-1.5B,AQuA,2026-03-24 22:27:04,False,reasoning_confidence_bins_run.log
frs_bins,2352.0,34.0,1.48,DS-R1-1.5B,AQuA,2026-03-24 22:27:04,False,reasoning_confidence_bins_run.log
frs_bins,3127.0,34.0,1.32,DS-R1-1.5B,AQuA,2026-03-24 22:27:05,False,reasoning_confidence_bins_run.log
frs_bins,2249.0,34.0,1.748,DS-R1-1.5B,AQuA,2026-03-24 22:27:05,False,reasoning_confidence_bins_run.log
frs_bins,1463.0,34.0,1.074,DS-R1-1.5B,AQuA,2026-03-24 22:27:05,False,reasoning_confidence_bins_run.log
frs_bins,2841.0,34.0,1.083,DS-R1-1.5B,AQuA,2026-03-24 22:27:05,False,reasoning_confidence_bins_run.log
frs_bins,1706.0,34.0,1.788,DS-R1-1.5B,AQuA,2026-03-24 22:27:05,False,reasoning_confidence_bins_run.log
frs_bins,2202.0,34.0,1.114,DS-R1-1.5B,AQuA,2026-03-24 22:27:05,False,reasoning_confidence_bins_run.log
frs_bins,3185.0,34.0,1.053,DS-R1-1.5B,AQuA,2026-03-24 22:27:05,False,reasoning_confidence_bins_run.log
frs_bins,2371.0,34.0,1.155,DS-R1-1.5B,AQuA,2026-03-24 22:27:05,False,reasoning_confidence_bins_run.log
frs_bins,2811.0,34.0,1.013,DS-R1-1.5B,AQuA,2026-03-24 22:27:06,False,reasoning_confidence_bins_run.log
frs_bins,2265.0,34.0,1.015,DS-R1-1.5B,AQuA,2026-03-24 22:27:06,False,reasoning_confidence_bins_run.log
frs_bins,2677.0,34.0,0.989,DS-R1-1.5B,AQuA,2026-03-24 22:27:06,False,reasoning_confidence_bins_run.log
frs_bins,1995.0,34.0,1.031,DS-R1-1.5B,AQuA,2026-03-24 22:27:06,False,reasoning_confidence_bins_run.log
frs_bins,1489.0,34.0,1.01,DS-R1-1.5B,AQuA,2026-03-24 22:27:06,False,reasoning_confidence_bins_run.log
frs_bins,2951.0,34.0,1.462,DS-R1-1.5B,AQuA,2026-03-24 22:27:06,False,reasoning_confidence_bins_run.log
frs_bins,2935.0,34.0,1.802,DS-R1-1.5B,AQuA,2026-03-24 22:27:07,False,reasoning_confidence_bins_run.log
frs_bins,2935.0,34.0,1.074,DS-R1-1.5B,AQuA,2026-03-24 22:27:07,False,reasoning_confidence_bins_run.log
frs_bins,2281.0,34.0,1.333,DS-R1-1.5B,AQuA,2026-03-24 22:27:07,False,reasoning_confidence_bins_run.log
frs_bins,2069.0,34.0,1.244,DS-R1-1.5B,AQuA,2026-03-24 22:27:07,False,reasoning_confidence_bins_run.log
frs_bins,2357.0,34.0,1.211,DS-R1-1.5B,AQuA,2026-03-24 22:27:07,False,reasoning_confidence_bins_run.log
frs_bins,2825.0,34.0,1.176,DS-R1-1.5B,AQuA,2026-03-24 22:27:07,False,reasoning_confidence_bins_run.log
frs_bins,3035.0,34.0,1.115,DS-R1-1.5B,AQuA,2026-03-24 22:27:07,False,reasoning_confidence_bins_run.log
frs_bins,3075.0,34.0,1.157,DS-R1-1.5B,AQuA,2026-03-24 22:27:08,False,reasoning_confidence_bins_run.log
frs_bins,2398.0,34.0,1.025,DS-R1-1.5B,AQuA,2026-03-24 22:27:08,False,reasoning_confidence_bins_run.log
frs_bins,3073.0,34.0,1.127,DS-R1-1.5B,AQuA,2026-03-24 22:27:08,False,reasoning_confidence_bins_run.log
frs_bins,2584.0,34.0,0.959,DS-R1-1.5B,AQuA,2026-03-24 22:27:08,False,reasoning_confidence_bins_run.log
frs_bins,2811.0,34.0,1.143,DS-R1-1.5B,AQuA,2026-03-24 22:27:08,False,reasoning_confidence_bins_run.log
frs_bins,2043.0,34.0,1.136,DS-R1-1.5B,AQuA,2026-03-24 22:27:08,False,reasoning_confidence_bins_run.log
frs_bins,2917.0,34.0,1.124,DS-R1-1.5B,AQuA,2026-03-24 22:27:08,False,reasoning_confidence_bins_run.log
frs_bins,2312.0,34.0,1.109,DS-R1-1.5B,AQuA,2026-03-24 22:27:08,False,reasoning_confidence_bins_run.log
frs_bins,2864.0,34.0,1.155,DS-R1-1.5B,AQuA,2026-03-24 22:27:09,False,reasoning_confidence_bins_run.log
frs_bins,2842.0,34.0,1.519,DS-R1-1.5B,AQuA,2026-03-24 22:27:09,False,reasoning_confidence_bins_run.log
frs_bins,1862.0,34.0,1.424,DS-R1-1.5B,AQuA,2026-03-24 22:27:09,False,reasoning_confidence_bins_run.log
frs_bins,3097.0,34.0,1.917,DS-R1-1.5B,AQuA,2026-03-24 22:27:09,False,reasoning_confidence_bins_run.log
frs_bins,3068.0,34.0,1.471,DS-R1-1.5B,AQuA,2026-03-24 22:27:09,False,reasoning_confidence_bins_run.log
frs_bins,3111.0,34.0,1.418,DS-R1-1.5B,AQuA,2026-03-24 22:27:09,False,reasoning_confidence_bins_run.log
frs_bins,2573.0,34.0,1.803,DS-R1-1.5B,AQuA,2026-03-24 22:27:09,False,reasoning_confidence_bins_run.log
frs_bins,3046.0,34.0,2.2,DS-R1-1.5B,AQuA,2026-03-24 22:27:10,False,reasoning_confidence_bins_run.log
frs_bins,2958.0,34.0,0.998,DS-R1-1.5B,AQuA,2026-03-24 22:27:10,False,reasoning_confidence_bins_run.log
frs_bins,2220.0,34.0,1.07,DS-R1-1.5B,AQuA,2026-03-24 22:27:11,False,reasoning_confidence_bins_run.log
