# Data: paper tables: paper_frs_by_benchmark.csv + paper_pass1_reasoning_by_benchmark.csv
# Bucket stats
abs_pass1_gap_bucket,n_pairs,mean_abs_frs_gap,median_abs_frs_gap,max_abs_frs_gap,p25_abs_frs_gap,p75_abs_frs_gap
"[0,1)",7,15.228571428571428,16.5,33.30000000000001,3.6999999999999993,24.1
"[1,2)",7,10.657142857142857,9.899999999999991,23.5,8.000000000000007,12.099999999999994
"[2,3)",11,11.763636363636362,7.0,34.099999999999994,2.299999999999997,21.15
"[3,5)",9,14.055555555555557,17.5,24.200000000000003,10.899999999999991,18.900000000000006
"[5,inf)",182,22.084065934065936,15.199999999999989,75.1,6.324999999999999,32.0

# Core conditionals
subset,n,mean_abs_frs_gap,median_abs_frs_gap,max_abs_frs_gap,pct_ge_5,pct_ge_10,pct_ge_15,pct_ge_20
abs_pass1_gap_le_1,8,14.562499999999998,13.199999999999996,33.30000000000001,0.75,0.5,0.5,0.375
abs_pass1_gap_le_2,15,12.18,9.899999999999991,33.30000000000001,0.7333333333333333,0.4666666666666667,0.3333333333333333,0.26666666666666666
